"Name","Depth","Description","whenCreated","whenChanged","DistinguishedName"
"Users","5",,"10/26/2020 10:08:10 AM","5/19/2021 4:19:15 PM","OU=Users,OU=NV054 - OCOS Ortho Oakey,OU=Orthopaedics,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"CancerCare","3",,"10/26/2020 8:19:27 AM","5/19/2021 4:19:14 PM","OU=CancerCare,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"RDS Testing","6",,"11/26/2019 8:29:10 AM","5/19/2021 4:19:10 PM","OU=RDS Testing,OU=MSO RDS 2016,OU=TS FOLDER REDIRECTION,OU=TERMINAL SERVERS,OU=SERVERS,OU=USON,DC=USON,DC=LOCAL"
"NV022 - Records Warehouse","3","Records Warehouse","6/11/2020 3:38:54 PM","5/19/2021 4:19:12 PM","OU=NV022 - Records Warehouse,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"Management","6",,"10/26/2020 10:08:23 AM","5/19/2021 4:19:15 PM","OU=Management,OU=Users,OU=NV054 - OCOS Ortho Oakey,OU=Orthopaedics,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"NV095 - OCCC Seven Hills","4","OCCC Seven Hills","6/11/2020 3:38:49 PM","5/19/2021 4:19:14 PM","OU=NV095 - OCCC Seven Hills,OU=CancerCare,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Administrator Groups","4",,"12/19/2019 9:06:09 AM","5/19/2021 4:19:10 PM","OU=Administrator Groups,OU=Administrator Accounts,OU=IT,OU=MSO,DC=USON,DC=LOCAL"
"Records","4",,"6/11/2020 4:21:08 PM","5/19/2021 4:19:12 PM","OU=Records,OU=NV022 - Records Warehouse,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"Users","4",,"6/11/2020 4:16:09 PM","5/19/2021 4:19:15 PM","OU=Users,OU=NV102 - USON GoldRing,OU=Urology Specialists,OU=NDA,DC=USON,DC=LOCAL"
"IT Technicians","3",,"12/6/2019 1:41:50 PM","5/19/2021 4:19:10 PM","OU=IT Technicians,OU=IT,OU=MSO,DC=USON,DC=LOCAL"
"Computers","5",,"6/11/2020 4:14:22 PM","5/19/2021 4:19:12 PM","OU=Computers,OU=Records,OU=NV022 - Records Warehouse,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"Computers","5",,"8/25/2020 2:38:48 PM","5/19/2021 4:19:14 PM","OU=Computers,OU=NV095 - OCCC Seven Hills,OU=CancerCare,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Management","5",,"10/26/2020 10:08:45 AM","5/19/2021 4:19:15 PM","OU=Management,OU=Users,OU=NV102 - USON GoldRing,OU=Urology Specialists,OU=NDA,DC=USON,DC=LOCAL"
"MSO SERVERS","2",,"12/11/2019 9:51:09 AM","5/19/2021 4:19:10 PM","OU=MSO SERVERS,OU=MSO,DC=USON,DC=LOCAL"
"Users","5",,"6/11/2020 4:14:31 PM","5/19/2021 4:19:12 PM","OU=Users,OU=Records,OU=NV022 - Records Warehouse,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"Groups","5",,"8/25/2020 2:39:13 PM","5/19/2021 4:19:14 PM","OU=Groups,OU=NV095 - OCCC Seven Hills,OU=CancerCare,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Users","5",,"6/11/2020 4:15:37 PM","5/19/2021 4:19:15 PM","OU=Users,OU=NV009 - OCLA Charleston-Rancho,OU=Pulmonology,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"MSO HPDM Servers","3",,"12/11/2019 2:21:25 PM","5/19/2021 4:19:10 PM","OU=MSO HPDM Servers,OU=MSO SERVERS,OU=MSO,DC=USON,DC=LOCAL"
"Management","6",,"6/11/2020 4:21:26 PM","5/19/2021 4:19:12 PM","OU=Management,OU=Users,OU=Records,OU=NV022 - Records Warehouse,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"MEMSERVERS","6",,"9/15/2020 4:38:02 PM","5/19/2021 4:19:14 PM","OU=MEMSERVERS,OU=VIRTUAL,OU=Servers,OU=NV750 - Switch NAP7,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"Management","6",,"10/26/2020 10:08:54 AM","5/19/2021 4:19:15 PM","OU=Management,OU=Users,OU=NV009 - OCLA Charleston-Rancho,OU=Pulmonology,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"MSO SQL Servers","3",,"12/11/2019 9:51:45 AM","5/19/2021 4:19:10 PM","OU=MSO SQL Servers,OU=MSO SERVERS,OU=MSO,DC=USON,DC=LOCAL"
"PHYSICAL","5",,"6/12/2020 3:26:32 PM","5/19/2021 4:19:12 PM","OU=PHYSICAL,OU=Servers,OU=NV750 - Switch NAP7,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"SQLSERVERS","6",,"6/12/2020 3:34:14 PM","5/19/2021 4:19:15 PM","OU=SQLSERVERS,OU=VIRTUAL,OU=Servers,OU=NV750 - Switch NAP7,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"NV094 - ROC Eastern","4","ROC Eastern","6/11/2020 3:38:52 PM","5/19/2021 4:19:15 PM","OU=NV094 - ROC Eastern,OU=Radiation Oncology,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"RemoteDesktopSessionHosts","4",,"12/17/2019 1:07:42 PM","5/24/2021 8:30:54 AM","OU=RemoteDesktopSessionHosts,OU=RemoteDesktopServers,OU=SERVERS,OU=USON,DC=USON,DC=LOCAL"
"NV048 - MSO IT Office","3","MSO IT Office","6/11/2020 3:38:53 PM","5/19/2021 4:19:12 PM","OU=NV048 - MSO IT Office,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"Computers","5",,"6/11/2020 4:13:15 PM","5/19/2021 4:19:15 PM","OU=Computers,OU=InformationTechnology,OU=NV048 - MSO IT Office,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"Computers","5",,"10/26/2020 10:09:02 AM","5/19/2021 4:19:15 PM","OU=Computers,OU=NV094 - ROC Eastern,OU=Radiation Oncology,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"FILESERVERS","3",,"10/28/2019 3:25:37 PM","5/19/2021 4:19:10 PM","OU=FILESERVERS,OU=SERVERS,OU=USON,DC=USON,DC=LOCAL"
"VENDOR","6",,"6/12/2020 3:33:20 PM","5/19/2021 4:19:12 PM","OU=VENDOR,OU=VIRTUAL,OU=Servers,OU=NV750 - Switch NAP7,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"IT Special Local Admin","6",,"10/1/2020 9:15:43 AM","5/19/2021 4:19:15 PM","OU=IT Special Local Admin,OU=Computers,OU=InformationTechnology,OU=NV048 - MSO IT Office,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"Users","5",,"10/26/2020 10:09:09 AM","5/19/2021 4:19:15 PM","OU=Users,OU=NV094 - ROC Eastern,OU=Radiation Oncology,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"EXCHANGE","6",,"6/12/2020 3:33:30 PM","5/19/2021 4:19:12 PM","OU=EXCHANGE,OU=VIRTUAL,OU=Servers,OU=NV750 - Switch NAP7,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"DHCP Servers","3",,"12/27/2019 4:01:55 PM","5/19/2021 4:19:10 PM","OU=DHCP Servers,OU=SERVERS,OU=USON,DC=USON,DC=LOCAL"
"IT Laptops","6",,"10/1/2020 9:14:36 AM","5/19/2021 4:19:15 PM","OU=IT Laptops,OU=Computers,OU=InformationTechnology,OU=NV048 - MSO IT Office,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"Management","6",,"10/26/2020 10:09:16 AM","5/19/2021 4:19:15 PM","OU=Management,OU=Users,OU=NV094 - ROC Eastern,OU=Radiation Oncology,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Users","5",,"10/26/2020 10:13:02 AM","5/19/2021 4:19:15 PM","OU=Users,OU=NV055 - OCPC Del Webb,OU=Primary Care,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"WEBSERVERS","6",,"6/12/2020 3:36:09 PM","5/19/2021 4:19:12 PM","OU=WEBSERVERS,OU=VIRTUAL,OU=Servers,OU=NV750 - Switch NAP7,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"Primary Care","3",,"10/26/2020 8:19:55 AM","5/19/2021 4:19:15 PM","OU=Primary Care,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Imaged","3",,"10/9/2019 5:50:28 PM","5/19/2021 4:19:10 PM","OU=Imaged,OU=COMPUTERS,OU=USON,DC=USON,DC=LOCAL"
"Groups","5",,"10/26/2020 10:09:25 AM","5/19/2021 4:19:15 PM","OU=Groups,OU=NV094 - ROC Eastern,OU=Radiation Oncology,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Management","6",,"10/26/2020 10:13:22 AM","5/19/2021 4:19:15 PM","OU=Management,OU=Users,OU=NV055 - OCPC Del Webb,OU=Primary Care,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"VENDORS","3",,"6/12/2020 3:37:36 PM","5/19/2021 4:19:12 PM","OU=VENDORS,OU=SERVERS,OU=USON,DC=USON,DC=LOCAL"
"Orthopaedics","3",,"10/26/2020 8:20:40 AM","5/19/2021 4:19:15 PM","OU=Orthopaedics,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"NV093 - ROC Tonopah","4","ROC Tonopah Ave","6/11/2020 3:38:53 PM","5/19/2021 4:19:15 PM","OU=NV093 - ROC Tonopah,OU=Radiation Oncology,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"NV092 - OCCC Tenaya","4","OCCC Caligari","6/11/2020 3:38:50 PM","5/19/2021 4:19:15 PM","OU=NV092 - OCCC Tenaya,OU=CancerCare,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Radiation Oncology","3",,"6/11/2020 4:03:09 PM","5/19/2021 4:19:15 PM","OU=Radiation Oncology,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"VARIAN","4",,"6/12/2020 3:37:57 PM","5/19/2021 4:19:12 PM","OU=VARIAN,OU=VENDORS,OU=SERVERS,OU=USON,DC=USON,DC=LOCAL"
"Users","5",,"10/26/2020 10:13:36 AM","5/19/2021 4:19:15 PM","OU=Users,OU=NV092 - OCCC Tenaya,OU=CancerCare,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Users","5",,"10/26/2020 10:09:35 AM","5/19/2021 4:19:15 PM","OU=Users,OU=NV093 - ROC Tonopah,OU=Radiation Oncology,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Users","5",,"6/11/2020 4:14:13 PM","5/19/2021 4:19:15 PM","OU=Users,OU=Billing,OU=NV017 - MSO Office Tenaya,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"EXCHANGE_2016","3",,"10/29/2019 3:13:35 PM","5/19/2021 4:19:12 PM","OU=EXCHANGE_2016,OU=SERVERS,OU=USON,DC=USON,DC=LOCAL"
"Management","6",,"10/26/2020 10:13:43 AM","5/19/2021 4:19:15 PM","OU=Management,OU=Users,OU=NV092 - OCCC Tenaya,OU=CancerCare,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Management","6",,"10/26/2020 10:09:46 AM","5/19/2021 4:19:15 PM","OU=Management,OU=Users,OU=NV093 - ROC Tonopah,OU=Radiation Oncology,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"NV036 - OCPC Pecos","4","OCPC Pecos - Alamo","6/11/2020 3:38:51 PM","5/19/2021 4:19:15 PM","OU=NV036 - OCPC Pecos,OU=Primary Care,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Computers","5",,"10/26/2020 10:13:49 AM","5/19/2021 4:19:15 PM","OU=Computers,OU=NV092 - OCCC Tenaya,OU=CancerCare,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"O365-HYBRID","4",,"6/15/2020 12:14:23 PM","5/19/2021 4:19:12 PM","OU=O365-HYBRID,OU=EXCHANGE_2016,OU=SERVERS,OU=USON,DC=USON,DC=LOCAL"
"Computers","5",,"10/26/2020 10:09:53 AM","5/19/2021 4:19:15 PM","OU=Computers,OU=NV093 - ROC Tonopah,OU=Radiation Oncology,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Computers","5",,"10/26/2020 10:06:25 AM","5/19/2021 4:19:15 PM","OU=Computers,OU=NV036 - OCPC Pecos,OU=Primary Care,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Groups","5",,"10/26/2020 10:13:54 AM","5/19/2021 4:19:15 PM","OU=Groups,OU=NV092 - OCCC Tenaya,OU=CancerCare,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Groups","5",,"10/26/2020 10:10:04 AM","5/19/2021 4:19:15 PM","OU=Groups,OU=NV093 - ROC Tonopah,OU=Radiation Oncology,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"NV091 - OCCC Ft.Apache","4","OCCC Ft. Apache","6/11/2020 3:38:46 PM","5/19/2021 4:19:15 PM","OU=NV091 - OCCC Ft.Apache,OU=CancerCare,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"NV079 - USON Pecos","3","USON Pecos","6/11/2020 3:38:47 PM","5/19/2021 4:19:15 PM","OU=NV079 - USON Pecos,OU=Urology Specialists,OU=NDA,DC=USON,DC=LOCAL"
"Groups","5",,"10/26/2020 10:06:48 AM","5/19/2021 4:19:15 PM","OU=Groups,OU=NV036 - OCPC Pecos,OU=Primary Care,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Computers","5",,"10/26/2020 10:14:10 AM","5/19/2021 4:19:15 PM","OU=Computers,OU=NV091 - OCCC Ft.Apache,OU=CancerCare,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Users","4",,"10/26/2020 10:10:19 AM","5/19/2021 4:19:15 PM","OU=Users,OU=NV079 - USON Pecos,OU=Urology Specialists,OU=NDA,DC=USON,DC=LOCAL"
"Users","5",,"6/11/2020 4:13:25 PM","5/19/2021 4:19:15 PM","OU=Users,OU=InformationTechnology,OU=NV048 - MSO IT Office,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"Groups","5",,"10/26/2020 10:14:23 AM","5/19/2021 4:19:15 PM","OU=Groups,OU=NV091 - OCCC Ft.Apache,OU=CancerCare,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Management","5",,"10/26/2020 10:10:26 AM","5/19/2021 4:19:15 PM","OU=Management,OU=Users,OU=NV079 - USON Pecos,OU=Urology Specialists,OU=NDA,DC=USON,DC=LOCAL"
"Management","6",,"10/26/2020 10:07:31 AM","5/19/2021 4:19:15 PM","OU=Management,OU=Users,OU=InformationTechnology,OU=NV048 - MSO IT Office,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"Computers","4",,"10/26/2020 10:10:32 AM","5/19/2021 4:19:15 PM","OU=Computers,OU=NV079 - USON Pecos,OU=Urology Specialists,OU=NDA,DC=USON,DC=LOCAL"
"Users","5",,"10/26/2020 10:14:17 AM","5/19/2021 4:19:15 PM","OU=Users,OU=NV091 - OCCC Ft.Apache,OU=CancerCare,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Groups","4",,"10/26/2020 10:10:40 AM","5/19/2021 4:19:15 PM","OU=Groups,OU=NV079 - USON Pecos,OU=Urology Specialists,OU=NDA,DC=USON,DC=LOCAL"
"Users","5",,"8/25/2020 2:39:06 PM","5/19/2021 4:19:15 PM","OU=Users,OU=NV095 - OCCC Seven Hills,OU=CancerCare,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"NV050 - USON Tenaya","3","USON MTV and Dr. Becker","6/11/2020 3:38:45 PM","5/19/2021 4:19:15 PM","OU=NV050 - USON Tenaya,OU=Urology Specialists,OU=NDA,DC=USON,DC=LOCAL"
"Management","6",,"10/26/2020 10:14:28 AM","5/19/2021 4:19:15 PM","OU=Management,OU=Users,OU=NV091 - OCCC Ft.Apache,OU=CancerCare,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Users","4",,"10/26/2020 10:10:49 AM","5/19/2021 4:19:15 PM","OU=Users,OU=NV050 - USON Tenaya,OU=Urology Specialists,OU=NDA,DC=USON,DC=LOCAL"
"Management","6",,"10/26/2020 10:07:40 AM","5/19/2021 4:19:15 PM","OU=Management,OU=Users,OU=NV095 - OCCC Seven Hills,OU=CancerCare,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Management","5",,"10/26/2020 10:10:56 AM","5/19/2021 4:19:15 PM","OU=Management,OU=Users,OU=NV050 - USON Tenaya,OU=Urology Specialists,OU=NDA,DC=USON,DC=LOCAL"
"ClinicalOps","4",,"8/25/2020 2:37:04 PM","5/19/2021 4:19:15 PM","OU=ClinicalOps,OU=NV017 - MSO Office Tenaya,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"Groups","4",,"10/26/2020 10:11:04 AM","5/19/2021 4:19:15 PM","OU=Groups,OU=NV050 - USON Tenaya,OU=Urology Specialists,OU=NDA,DC=USON,DC=LOCAL"
"Users","5",,"10/26/2020 10:06:33 AM","5/19/2021 4:19:15 PM","OU=Users,OU=NV036 - OCPC Pecos,OU=Primary Care,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Computers","5",,"10/26/2020 10:15:13 AM","5/19/2021 4:19:15 PM","OU=Computers,OU=ClinicalOps,OU=NV017 - MSO Office Tenaya,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"Computers","4",,"10/26/2020 10:11:10 AM","5/19/2021 4:19:15 PM","OU=Computers,OU=NV050 - USON Tenaya,OU=Urology Specialists,OU=NDA,DC=USON,DC=LOCAL"
"NV054 - OCLA Pulmonology Oakey","4","OCLA Pulmonology Oakey","6/11/2020 3:34:13 PM","5/19/2021 4:19:15 PM","OU=NV054 - OCLA Pulmonology Oakey,OU=Pulmonology,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Groups","5",,"10/26/2020 10:15:26 AM","5/19/2021 4:19:15 PM","OU=Groups,OU=ClinicalOps,OU=NV017 - MSO Office Tenaya,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"Management","6",,"10/26/2020 10:07:51 AM","5/19/2021 4:19:15 PM","OU=Management,OU=Users,OU=NV036 - OCPC Pecos,OU=Primary Care,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Users","5",,"10/26/2020 10:11:43 AM","5/19/2021 4:19:15 PM","OU=Users,OU=NV054 - OCLA Pulmonology Oakey,OU=Pulmonology,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Management","6",,"10/26/2020 10:11:52 AM","5/19/2021 4:19:15 PM","OU=Management,OU=Users,OU=NV054 - OCLA Pulmonology Oakey,OU=Pulmonology,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Users","5",,"10/26/2020 10:15:20 AM","5/19/2021 4:19:15 PM","OU=Users,OU=ClinicalOps,OU=NV017 - MSO Office Tenaya,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"Computers","5",,"10/26/2020 10:11:59 AM","5/19/2021 4:19:15 PM","OU=Computers,OU=NV054 - OCLA Pulmonology Oakey,OU=Pulmonology,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Management","6",,"10/26/2020 10:15:34 AM","5/19/2021 4:19:15 PM","OU=Management,OU=Users,OU=ClinicalOps,OU=NV017 - MSO Office Tenaya,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"Groups","5",,"10/26/2020 10:12:08 AM","5/19/2021 4:19:15 PM","OU=Groups,OU=NV054 - OCLA Pulmonology Oakey,OU=Pulmonology,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"NV023 - OCLA Pulmonology Horizon Ridge","4","OCLA Pulmonology Horizon Ridge","6/11/2020 3:33:58 PM","5/19/2021 4:19:15 PM","OU=NV023 - OCLA Pulmonology Horizon Ridge,OU=Pulmonology,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Management","6",,"10/26/2020 10:15:46 AM","5/19/2021 4:19:15 PM","OU=Management,OU=Users,OU=Billing,OU=NV017 - MSO Office Tenaya,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"Users","5",,"10/26/2020 10:12:19 AM","5/19/2021 4:19:15 PM","OU=Users,OU=NV023 - OCLA Pulmonology Horizon Ridge,OU=Pulmonology,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"MORGAN SCIENTIFIC","4",,"10/27/2020 9:53:19 AM","5/19/2021 4:19:15 PM","OU=MORGAN SCIENTIFIC,OU=VENDORS,OU=SERVERS,OU=USON,DC=USON,DC=LOCAL"
"Management","6",,"10/26/2020 10:12:26 AM","5/19/2021 4:19:15 PM","OU=Management,OU=Users,OU=NV023 - OCLA Pulmonology Horizon Ridge,OU=Pulmonology,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"SHARECARE","4",,"10/27/2020 9:56:28 AM","5/19/2021 4:19:15 PM","OU=SHARECARE,OU=VENDORS,OU=SERVERS,OU=USON,DC=USON,DC=LOCAL"
"Computers","5",,"10/26/2020 10:12:33 AM","5/19/2021 4:19:15 PM","OU=Computers,OU=NV023 - OCLA Pulmonology Horizon Ridge,OU=Pulmonology,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"NV091 - USON Ft.Apache","3",,"10/27/2020 10:40:26 AM","5/19/2021 4:19:15 PM","OU=NV091 - USON Ft.Apache,OU=Urology Specialists,OU=NDA,DC=USON,DC=LOCAL"
"Groups","5",,"10/26/2020 10:12:40 AM","5/19/2021 4:19:15 PM","OU=Groups,OU=NV023 - OCLA Pulmonology Horizon Ridge,OU=Pulmonology,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Computers","4",,"10/27/2020 10:40:34 AM","5/19/2021 4:19:15 PM","OU=Computers,OU=NV091 - USON Ft.Apache,OU=Urology Specialists,OU=NDA,DC=USON,DC=LOCAL"
"NV055 - OCPC Del Webb","4","OCPC Del Webb","6/11/2020 3:58:50 PM","5/19/2021 4:19:15 PM","OU=NV055 - OCPC Del Webb,OU=Primary Care,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Groups","5",,"10/26/2020 10:13:09 AM","5/19/2021 4:19:15 PM","OU=Groups,OU=NV055 - OCPC Del Webb,OU=Primary Care,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Groups","4",,"10/27/2020 10:40:49 AM","5/19/2021 4:19:15 PM","OU=Groups,OU=NV091 - USON Ft.Apache,OU=Urology Specialists,OU=NDA,DC=USON,DC=LOCAL"
"Computers","5",,"10/26/2020 10:13:15 AM","5/19/2021 4:19:15 PM","OU=Computers,OU=NV055 - OCPC Del Webb,OU=Primary Care,OU=Optum Care,OU=NDA,DC=USON,DC=LOCAL"
"Users","4",,"10/27/2020 10:40:42 AM","5/19/2021 4:19:15 PM","OU=Users,OU=NV091 - USON Ft.Apache,OU=Urology Specialists,OU=NDA,DC=USON,DC=LOCAL"
"Management","5",,"10/27/2020 10:40:56 AM","5/19/2021 4:19:15 PM","OU=Management,OU=Users,OU=NV091 - USON Ft.Apache,OU=Urology Specialists,OU=NDA,DC=USON,DC=LOCAL"
"Morgan Scientific","4","Vendor Compas PFT Support","10/27/2020 10:59:31 AM","5/19/2021 4:19:15 PM","OU=Morgan Scientific,OU=VENDORS,OU=IT,OU=MSO,DC=USON,DC=LOCAL"
"ExamRoom","3",,"12/10/2020 1:24:34 PM","5/19/2021 4:19:15 PM","OU=ExamRoom,OU=SECURITY GROUPS,OU=USON,DC=USON,DC=LOCAL"
"Configuration Manager","3",,"3/2/2021 7:14:54 AM","5/19/2021 4:19:17 PM","OU=Configuration Manager,OU=SERVERS,OU=USON,DC=USON,DC=LOCAL"
"LAUREL BRIDGE","4",,"3/9/2021 7:43:44 AM","5/19/2021 4:19:17 PM","OU=LAUREL BRIDGE,OU=VENDORS,OU=SERVERS,OU=USON,DC=USON,DC=LOCAL"
"Test SCCM Servers","3",,"3/23/2021 11:25:19 AM","5/19/2021 4:19:17 PM","OU=Test SCCM Servers,OU=Test Servers,OU=Test Environment,DC=USON,DC=LOCAL"
"Outlook_Testing","3",,"3/21/2021 11:36:52 AM","5/19/2021 4:19:22 PM","OU=Outlook_Testing,OU=Test Computers,OU=Test Environment,DC=USON,DC=LOCAL"
"OMS Laptop Local Admin","4",,"8/29/2017 12:48:19 PM","5/19/2021 4:19:22 PM","OU=OMS Laptop Local Admin,OU=Laptops,OU=MSO COMPUTERS,OU=MSO,DC=USON,DC=LOCAL"
"SCCM Testing","2",,"3/31/2021 5:16:41 PM","5/19/2021 4:19:22 PM","OU=SCCM Testing,OU=Test Environment,DC=USON,DC=LOCAL"
"BAXTER","4",,"6/12/2020 3:37:47 PM","5/19/2021 4:19:22 PM","OU=BAXTER,OU=VENDORS,OU=SERVERS,OU=USON,DC=USON,DC=LOCAL"
"Citrix SQL Servers","8",,"4/26/2021 10:39:07 AM","5/19/2021 4:19:22 PM","OU=Citrix SQL Servers,OU=Citrix Infrastructure,OU=CITRIX,OU=VIRTUAL,OU=Servers,OU=NV750 - Switch NAP7,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"Citrix License Server","8",,"4/28/2021 9:53:09 AM","5/19/2021 4:19:22 PM","OU=Citrix License Server,OU=Citrix Infrastructure,OU=CITRIX,OU=VIRTUAL,OU=Servers,OU=NV750 - Switch NAP7,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"Citrix Director Servers","8",,"4/29/2021 7:26:43 AM","5/19/2021 4:19:22 PM","OU=Citrix Director Servers,OU=Citrix Infrastructure,OU=CITRIX,OU=VIRTUAL,OU=Servers,OU=NV750 - Switch NAP7,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"Citrix Storefront Servers","8",,"4/29/2021 7:27:47 AM","5/19/2021 4:19:22 PM","OU=Citrix Storefront Servers,OU=Citrix Infrastructure,OU=CITRIX,OU=VIRTUAL,OU=Servers,OU=NV750 - Switch NAP7,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"Citrix PVS Servers","8",,"4/29/2021 7:28:07 AM","5/19/2021 4:19:23 PM","OU=Citrix PVS Servers,OU=Citrix Infrastructure,OU=CITRIX,OU=VIRTUAL,OU=Servers,OU=NV750 - Switch NAP7,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"Optum Analytics","4",,"5/11/2021 11:14:05 AM","5/19/2021 4:19:25 PM","OU=Optum Analytics,OU=VENDORS,OU=IT,OU=MSO,DC=USON,DC=LOCAL"
"OPTUMANALYTICS","7",,"5/11/2021 2:40:32 PM","5/19/2021 4:19:25 PM","OU=OPTUMANALYTICS,OU=VENDOR,OU=VIRTUAL,OU=Servers,OU=NV750 - Switch NAP7,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"Citrix VDA","7",,"4/2/2021 9:49:59 AM","9/23/2021 2:55:47 PM","OU=Citrix VDA,OU=CITRIX,OU=VIRTUAL,OU=Servers,OU=NV750 - Switch NAP7,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"SECURITY","6",,"5/17/2021 12:10:06 PM","5/19/2021 4:19:27 PM","OU=SECURITY,OU=VIRTUAL,OU=Servers,OU=NV750 - Switch NAP7,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
"Vendors","6",,"6/9/2021 11:05:10 AM","6/9/2021 11:06:47 AM","OU=Vendors,OU=Users,OU=InformationTechnology,OU=NV048 - MSO IT Office,OU=MSO,OU=NDA,DC=USON,DC=LOCAL"
